Gene stable ID,9d2de465-a059-4a82-a861-911e45dc27a2
ENSG00000262039,7
ENSG00000262048,0
ENSG00000262049,384
ENSG00000262050,42
ENSG00000262052,1
ENSG00000262061,89
ENSG00000262067,0
ENSG00000262074,2
ENSG00000262075,9
ENSG00000262079,1
ENSG00000262081,0
ENSG00000262085,0
ENSG00000262089,201
ENSG00000262090,0
ENSG00000262094,2
ENSG00000262095,0
ENSG00000262096,16
ENSG00000262097,15
ENSG00000262098,4
ENSG00000262099,0
ENSG00000262106,0
ENSG00000262107,0
ENSG00000262112,0
ENSG00000262115,30
ENSG00000262116,0
ENSG00000262117,2
ENSG00000262118,13
ENSG00000262119,2
ENSG00000262120,2
ENSG00000262133,3
ENSG00000262135,0
ENSG00000262136,8
ENSG00000262140,3
ENSG00000262141,1
ENSG00000262147,7
ENSG00000262151,0
ENSG00000262152,41
ENSG00000262154,3
ENSG00000262155,18
ENSG00000262158,0
ENSG00000262160,0
ENSG00000262165,17
ENSG00000262171,5
ENSG00000262172,1
ENSG00000262179,157
ENSG00000262180,25
ENSG00000262181,0
ENSG00000262185,20
ENSG00000262187,0
ENSG00000262188,20
ENSG00000262198,2
ENSG00000262202,1
ENSG00000262209,30
ENSG00000262211,0
ENSG00000262213,5
ENSG00000262222,86
ENSG00000262223,6
ENSG00000262227,67
ENSG00000262228,15
ENSG00000262231,0
ENSG00000262235,0
ENSG00000262246,1346
ENSG00000262248,6
ENSG00000262251,85
ENSG00000262259,0
ENSG00000262262,0
ENSG00000262265,0
ENSG00000262267,0
ENSG00000262271,0
ENSG00000262292,0
ENSG00000262294,1
ENSG00000262296,1
ENSG00000262298,8
ENSG00000262302,0
ENSG00000262304,38
ENSG00000262312,28
ENSG00000262313,2
ENSG00000262316,2
ENSG00000262319,2
ENSG00000262322,0
ENSG00000262332,0
ENSG00000262333,113
ENSG00000262339,3
ENSG00000262343,0
ENSG00000262352,0
ENSG00000262358,0
ENSG00000262362,10
ENSG00000262366,1
ENSG00000262370,82
ENSG00000262372,24
ENSG00000262380,3
ENSG00000262381,0
ENSG00000262384,0
ENSG00000262395,0
ENSG00000262400,0
ENSG00000262402,1
ENSG00000262406,158
ENSG00000262408,0
ENSG00000262410,48
ENSG00000262412,7
ENSG00000262413,0
ENSG00000262420,23
ENSG00000262429,0
ENSG00000262434,4
ENSG00000262445,12
ENSG00000262454,94
ENSG00000262456,0
ENSG00000262461,0
ENSG00000262468,383
ENSG00000262470,2
ENSG00000262471,5
ENSG00000262477,23
ENSG00000262480,2
ENSG00000262481,15
ENSG00000262482,16
ENSG00000262484,99
ENSG00000262488,2
ENSG00000262492,0
ENSG00000262495,1
ENSG00000262497,7
ENSG00000262500,30
ENSG00000262503,14
ENSG00000262514,1
ENSG00000262516,1
ENSG00000262518,0
ENSG00000262519,9
ENSG00000262521,1
ENSG00000262526,0
ENSG00000262528,3
ENSG00000262529,1
ENSG00000262533,0
ENSG00000262539,193
ENSG00000262543,0
ENSG00000262554,0
ENSG00000262558,4
ENSG00000262560,0
ENSG00000262561,0
ENSG00000262566,0
ENSG00000262576,53
ENSG00000262580,2002
ENSG00000262583,4
ENSG00000262585,33
ENSG00000262587,123
ENSG00000262601,30
ENSG00000262609,2
ENSG00000262619,9
ENSG00000262621,21
ENSG00000262623,0
ENSG00000262624,0
ENSG00000262628,0
ENSG00000262633,0
ENSG00000262636,6
ENSG00000262648,0
ENSG00000262651,0
ENSG00000262652,0
ENSG00000262655,4578
ENSG00000262660,0
ENSG00000262662,0
ENSG00000262663,19
ENSG00000262664,0
ENSG00000262668,1
ENSG00000262670,0
ENSG00000262678,21
ENSG00000262681,4
ENSG00000262686,14
ENSG00000262691,97
ENSG00000262692,27
ENSG00000262693,6
ENSG00000262700,5
ENSG00000262703,5
ENSG00000262708,0
ENSG00000262712,30
ENSG00000262714,46
ENSG00000262721,0
ENSG00000262728,9
ENSG00000262730,0
ENSG00000262732,19
ENSG00000262759,0
ENSG00000262766,52
ENSG00000262768,0
ENSG00000262769,1
ENSG00000262772,71
ENSG00000262777,12
ENSG00000262786,1
ENSG00000262791,0
ENSG00000262801,9
ENSG00000262803,0
ENSG00000262810,7
ENSG00000262814,1086
ENSG00000262815,0
ENSG00000262818,0
ENSG00000262823,104
ENSG00000262831,0
ENSG00000262833,3
ENSG00000262837,0
ENSG00000262848,0
ENSG00000262855,0
ENSG00000262869,0
ENSG00000262870,1
ENSG00000262873,5
ENSG00000262874,5
ENSG00000262877,1089
ENSG00000262879,223
ENSG00000262880,0
ENSG00000262881,4
ENSG00000262884,41
ENSG00000262885,0
ENSG00000262888,8
ENSG00000262890,11
ENSG00000262898,1
ENSG00000262899,0
ENSG00000262902,105
ENSG00000262903,128
ENSG00000262904,3
ENSG00000262905,3
ENSG00000262919,937
ENSG00000262920,7
ENSG00000262921,0
ENSG00000262943,223
ENSG00000262950,0
ENSG00000262952,0
ENSG00000262953,2
ENSG00000262959,3
ENSG00000262961,0
ENSG00000262962,0
ENSG00000262966,35
ENSG00000262967,0
ENSG00000262974,0
ENSG00000262979,31
ENSG00000262980,0
ENSG00000262983,0
ENSG00000262990,0
ENSG00000262995,0
ENSG00000262999,2
ENSG00000263001,2844
ENSG00000263002,514
ENSG00000263004,227
ENSG00000263006,74
ENSG00000263011,100
ENSG00000263013,56
ENSG00000263015,0
ENSG00000263017,0
ENSG00000263020,12
ENSG00000263029,0
ENSG00000263033,31
ENSG00000263041,0
ENSG00000263045,1
ENSG00000263050,51
ENSG00000263051,0
ENSG00000263063,14
ENSG00000263064,85
ENSG00000263065,5
ENSG00000263069,192
ENSG00000263070,0
ENSG00000263072,1163
ENSG00000263080,8
ENSG00000263081,0
ENSG00000263082,0
ENSG00000263089,6
ENSG00000263096,0
ENSG00000263098,0
ENSG00000263105,32
ENSG00000263107,0
ENSG00000263110,0
ENSG00000263120,1
ENSG00000263125,0
ENSG00000263126,92
ENSG00000263142,261
ENSG00000263146,3
ENSG00000263154,1
ENSG00000263155,630
ENSG00000263159,0
ENSG00000263164,37
ENSG00000263165,0
ENSG00000263167,31
ENSG00000263171,0
ENSG00000263176,3
ENSG00000263177,2
ENSG00000263179,5
ENSG00000263189,0
ENSG00000263196,0
ENSG00000263198,1
ENSG00000263199,0
ENSG00000263201,0
ENSG00000263204,0
ENSG00000263206,0
ENSG00000263207,3
ENSG00000263212,0
ENSG00000263214,147
ENSG00000263218,0
ENSG00000263219,3
ENSG00000263220,7
ENSG00000263232,11
ENSG00000263234,0
ENSG00000263235,44
ENSG00000263237,0
ENSG00000263241,0
ENSG00000263244,0
ENSG00000263252,0
ENSG00000263253,0
ENSG00000263257,2
ENSG00000263264,33
ENSG00000263266,801
ENSG00000263271,0
ENSG00000263272,511
ENSG00000263276,28
ENSG00000263277,0
ENSG00000263278,0
ENSG00000263279,0
ENSG00000263280,68
ENSG00000263293,26
ENSG00000263300,3
ENSG00000263301,0
ENSG00000263305,0
ENSG00000263307,13
ENSG00000263311,1
ENSG00000263312,0
ENSG00000263316,24
ENSG00000263317,0
ENSG00000263321,5
ENSG00000263325,18
ENSG00000263326,23
ENSG00000263327,195
ENSG00000263331,1
ENSG00000263335,220
ENSG00000263337,0
ENSG00000263338,9
ENSG00000263342,0
ENSG00000263343,4
ENSG00000263345,220
ENSG00000263351,0
ENSG00000263353,7
ENSG00000263354,0
ENSG00000263355,0
ENSG00000263357,0
ENSG00000263360,0
ENSG00000263361,2
ENSG00000263363,0
ENSG00000263365,0
ENSG00000263366,5
ENSG00000263368,9
ENSG00000263369,0
ENSG00000263370,4
ENSG00000263371,0
ENSG00000263372,0
ENSG00000263375,0
ENSG00000263377,0
ENSG00000263378,0
ENSG00000263381,0
ENSG00000263382,0
ENSG00000263383,0
ENSG00000263384,0
ENSG00000263388,1
ENSG00000263389,0
ENSG00000263390,0
ENSG00000263391,0
ENSG00000263392,0
ENSG00000263393,11
ENSG00000263394,0
ENSG00000263395,0
ENSG00000263396,0
ENSG00000263397,0
ENSG00000263399,0
ENSG00000263400,53
ENSG00000263401,0
ENSG00000263403,0
ENSG00000263404,0
ENSG00000263405,0
ENSG00000263407,0
ENSG00000263409,0
ENSG00000263410,1
ENSG00000263412,84
ENSG00000263413,2
ENSG00000263414,0
ENSG00000263415,0
ENSG00000263416,0
ENSG00000263417,4
ENSG00000263421,0
ENSG00000263422,12
ENSG00000263424,0
ENSG00000263425,0
ENSG00000263426,0
ENSG00000263427,0
ENSG00000263429,14
ENSG00000263432,32
ENSG00000263433,0
ENSG00000263435,0
ENSG00000263436,1
ENSG00000263438,1
ENSG00000263439,0
ENSG00000263441,0
ENSG00000263443,0
ENSG00000263445,1
ENSG00000263447,0
ENSG00000263448,0
ENSG00000263449,0
ENSG00000263450,1
ENSG00000263453,0
ENSG00000263456,0
ENSG00000263457,0
ENSG00000263458,0
ENSG00000263460,0
ENSG00000263462,0
ENSG00000263463,0
ENSG00000263464,2
ENSG00000263465,3679
ENSG00000263466,6
ENSG00000263468,0
ENSG00000263470,167
ENSG00000263473,0
ENSG00000263475,0
ENSG00000263476,0
ENSG00000263477,1
ENSG00000263479,0
ENSG00000263481,0
ENSG00000263482,8
ENSG00000263483,0
ENSG00000263485,0
ENSG00000263489,0
ENSG00000263490,0
ENSG00000263494,0
ENSG00000263497,1
ENSG00000263499,0
ENSG00000263501,1
ENSG00000263502,0
ENSG00000263503,147
ENSG00000263504,0
ENSG00000263505,0
ENSG00000263506,0
ENSG00000263507,0
ENSG00000263508,13
ENSG00000263509,0
ENSG00000263510,0
ENSG00000263511,1
ENSG00000263512,0
ENSG00000263513,2
ENSG00000263514,0
ENSG00000263515,6
ENSG00000263519,0
ENSG00000263520,0
ENSG00000263522,0
ENSG00000263525,0
ENSG00000263526,4
ENSG00000263527,1
ENSG00000263528,1308
ENSG00000263529,0
ENSG00000263531,9
ENSG00000263533,0
ENSG00000263535,13
ENSG00000263537,1
ENSG00000263538,0
ENSG00000263539,0
ENSG00000263540,0
ENSG00000263542,1
ENSG00000263546,0
ENSG00000263547,0
ENSG00000263548,0
ENSG00000263551,0
ENSG00000263553,0
ENSG00000263554,0
ENSG00000263556,0
ENSG00000263558,1
ENSG00000263561,0
ENSG00000263563,407
ENSG00000263565,0
ENSG00000263566,0
ENSG00000263567,0
ENSG00000263568,0
ENSG00000263570,0
ENSG00000263571,0
ENSG00000263572,0
ENSG00000263573,0
ENSG00000263574,0
ENSG00000263575,0
ENSG00000263576,0
ENSG00000263577,0
ENSG00000263578,0
ENSG00000263581,0
ENSG00000263583,0
ENSG00000263584,0
ENSG00000263585,0
ENSG00000263586,21
ENSG00000263588,0
ENSG00000263590,5
ENSG00000263592,0
ENSG00000263593,0
ENSG00000263594,0
ENSG00000263595,3
ENSG00000263596,0
ENSG00000263597,34
ENSG00000263600,0
ENSG00000263602,0
ENSG00000263603,8
ENSG00000263604,0
ENSG00000263606,3
ENSG00000263608,0
ENSG00000263609,0
ENSG00000263611,0
ENSG00000263612,8
ENSG00000263613,0
ENSG00000263615,0
ENSG00000263616,0
ENSG00000263618,0
ENSG00000263620,0
ENSG00000263622,0
ENSG00000263623,0
ENSG00000263624,7
ENSG00000263626,0
ENSG00000263627,7
ENSG00000263628,0
ENSG00000263629,0
ENSG00000263630,0
ENSG00000263631,0
ENSG00000263632,0
ENSG00000263634,0
ENSG00000263635,0
ENSG00000263636,0
ENSG00000263637,0
ENSG00000263639,27
ENSG00000263640,0
ENSG00000263641,0
ENSG00000263642,0
ENSG00000263643,1
ENSG00000263644,1
ENSG00000263645,0
ENSG00000263647,1
ENSG00000263648,12
ENSG00000263649,0
ENSG00000263651,0
ENSG00000263652,0
ENSG00000263653,0
ENSG00000263655,1
ENSG00000263657,1
ENSG00000263658,0
ENSG00000263660,15
ENSG00000263663,0
ENSG00000263666,0
ENSG00000263667,1
ENSG00000263669,0
ENSG00000263670,0
ENSG00000263672,0
ENSG00000263674,0
ENSG00000263675,5
ENSG00000263676,0
ENSG00000263677,0
ENSG00000263678,0
ENSG00000263680,0
ENSG00000263681,2
ENSG00000263682,0
ENSG00000263683,0
ENSG00000263684,1
ENSG00000263685,0
ENSG00000263686,0
ENSG00000263688,0
ENSG00000263689,0
ENSG00000263690,0
ENSG00000263691,0
ENSG00000263692,0
ENSG00000263693,0
ENSG00000263697,0
ENSG00000263698,2
ENSG00000263705,0
ENSG00000263707,0
ENSG00000263708,1
ENSG00000263709,0
ENSG00000263711,1
ENSG00000263712,0
ENSG00000263713,0
ENSG00000263715,0
ENSG00000263716,0
ENSG00000263717,0
ENSG00000263718,3
ENSG00000263719,0
ENSG00000263720,3
ENSG00000263721,0
ENSG00000263723,0
ENSG00000263724,3
ENSG00000263725,0
ENSG00000263727,2
ENSG00000263729,0
ENSG00000263730,0
ENSG00000263731,174
ENSG00000263733,0
ENSG00000263734,0
ENSG00000263735,0
ENSG00000263738,0
ENSG00000263740,4
ENSG00000263741,0
ENSG00000263742,0
ENSG00000263743,0
ENSG00000263744,0
ENSG00000263745,3
ENSG00000263746,0
ENSG00000263748,0
ENSG00000263749,1
ENSG00000263750,0
ENSG00000263751,3
ENSG00000263752,0
ENSG00000263753,2242
ENSG00000263755,0
ENSG00000263756,0
ENSG00000263757,0
ENSG00000263759,0
ENSG00000263761,0
ENSG00000263762,0
ENSG00000263763,0
ENSG00000263764,0
ENSG00000263765,0
ENSG00000263766,32
ENSG00000263767,0
ENSG00000263768,0
ENSG00000263772,0
ENSG00000263774,2
ENSG00000263775,1
ENSG00000263776,0
ENSG00000263780,0
ENSG00000263781,3
ENSG00000263782,0
ENSG00000263783,0
ENSG00000263785,0
ENSG00000263786,19
ENSG00000263787,2
ENSG00000263788,0
ENSG00000263790,0
ENSG00000263793,0
ENSG00000263794,0
ENSG00000263795,0
ENSG00000263797,0
ENSG00000263798,1
ENSG00000263800,0
ENSG00000263802,0
ENSG00000263805,0
ENSG00000263808,0
ENSG00000263809,7
ENSG00000263810,0
ENSG00000263811,0
ENSG00000263812,61
ENSG00000263813,0
ENSG00000263814,0
ENSG00000263815,2
ENSG00000263816,0
ENSG00000263818,49
ENSG00000263820,0
ENSG00000263821,0
ENSG00000263823,76
ENSG00000263825,0
ENSG00000263826,41
ENSG00000263827,0
ENSG00000263828,0
ENSG00000263829,0
ENSG00000263831,0
ENSG00000263834,21
ENSG00000263835,0
ENSG00000263838,0
ENSG00000263840,0
ENSG00000263841,0
ENSG00000263842,5
ENSG00000263843,122
ENSG00000263845,0
ENSG00000263846,7
ENSG00000263847,28
ENSG00000263848,0
ENSG00000263849,0
ENSG00000263853,5
ENSG00000263855,0
ENSG00000263856,0
ENSG00000263857,0
ENSG00000263858,0
ENSG00000263859,0
ENSG00000263860,0
ENSG00000263861,0
ENSG00000263862,2
ENSG00000263863,0
ENSG00000263868,0
ENSG00000263870,2
ENSG00000263872,0
ENSG00000263873,0
ENSG00000263874,102
ENSG00000263878,0
ENSG00000263881,0
ENSG00000263882,0
ENSG00000263883,1
ENSG00000263884,23
ENSG00000263885,0
ENSG00000263886,0
ENSG00000263887,0
ENSG00000263890,0
ENSG00000263891,0
ENSG00000263892,0
ENSG00000263893,0
ENSG00000263894,0
ENSG00000263895,0
ENSG00000263897,0
ENSG00000263898,1
ENSG00000263900,0
ENSG00000263903,0
ENSG00000263904,0
ENSG00000263905,0
ENSG00000263907,0
ENSG00000263908,1
ENSG00000263909,1
ENSG00000263913,0
ENSG00000263914,0
ENSG00000263916,2
ENSG00000263917,0
ENSG00000263918,0
ENSG00000263921,0
ENSG00000263923,0
ENSG00000263924,2
ENSG00000263926,0
ENSG00000263927,0
ENSG00000263928,0
ENSG00000263931,4
ENSG00000263932,0
ENSG00000263933,1
ENSG00000263934,4
ENSG00000263935,0
ENSG00000263938,0
ENSG00000263940,0
ENSG00000263941,1
ENSG00000263944,0
ENSG00000263945,0
ENSG00000263946,8
ENSG00000263948,0
ENSG00000263952,0
ENSG00000263954,0
ENSG00000263955,1
ENSG00000263956,705
ENSG00000263957,0
ENSG00000263958,0
ENSG00000263960,2
ENSG00000263961,53
ENSG00000263963,0
ENSG00000263964,0
ENSG00000263967,0
ENSG00000263968,18
ENSG00000263969,0
ENSG00000263970,7
ENSG00000263972,0
ENSG00000263973,0
ENSG00000263974,0
ENSG00000263976,0
ENSG00000263978,0
ENSG00000263979,0
ENSG00000263980,0
ENSG00000263981,0
ENSG00000263982,7
ENSG00000263984,0
ENSG00000263985,0
ENSG00000263986,0
ENSG00000263987,0
ENSG00000263988,0
ENSG00000263989,0
ENSG00000263990,39
ENSG00000263993,0
ENSG00000263995,0
ENSG00000263997,0
ENSG00000263999,0
ENSG00000264000,0
ENSG00000264002,0
ENSG00000264004,0
ENSG00000264005,0
ENSG00000264006,2
ENSG00000264007,15
ENSG00000264009,0
ENSG00000264010,3
ENSG00000264012,4
ENSG00000264013,0
ENSG00000264014,0
ENSG00000264015,3
ENSG00000264016,16
ENSG00000264017,1
ENSG00000264019,0
ENSG00000264021,0
ENSG00000264022,0
ENSG00000264023,0
ENSG00000264024,3
ENSG00000264026,0
ENSG00000264028,1
ENSG00000264029,0
ENSG00000264030,1
ENSG00000264031,0
ENSG00000264032,0
ENSG00000264034,0
ENSG00000264036,0
ENSG00000264037,0
ENSG00000264038,0
ENSG00000264039,0
ENSG00000264040,0
ENSG00000264041,0
ENSG00000264042,0
ENSG00000264044,5
ENSG00000264045,0
ENSG00000264047,4
ENSG00000264048,0
ENSG00000264049,3
ENSG00000264050,0
ENSG00000264052,0
ENSG00000264054,0
ENSG00000264055,0
ENSG00000264056,10
ENSG00000264057,45
ENSG00000264058,1
ENSG00000264060,0
ENSG00000264061,0
ENSG00000264062,0
ENSG00000264063,0
ENSG00000264066,0
ENSG00000264067,65
ENSG00000264069,0
ENSG00000264070,260
ENSG00000264071,1
ENSG00000264072,0
ENSG00000264073,0
ENSG00000264074,0
ENSG00000264075,0
ENSG00000264076,0
ENSG00000264077,0
ENSG00000264078,3
ENSG00000264079,0
ENSG00000264080,0
ENSG00000264081,0
ENSG00000264083,7
ENSG00000264084,0
ENSG00000264085,0
ENSG00000264089,0
ENSG00000264090,0
ENSG00000264091,3
ENSG00000264092,0
ENSG00000264093,0
ENSG00000264095,0
ENSG00000264097,0
ENSG00000264099,0
ENSG00000264101,0
ENSG00000264102,0
ENSG00000264103,0
ENSG00000264104,0
ENSG00000264105,0
ENSG00000264107,22
ENSG00000264108,0
ENSG00000264109,0
ENSG00000264110,0
ENSG00000264112,1192
ENSG00000264113,4
ENSG00000264114,0
ENSG00000264115,0
ENSG00000264116,0
ENSG00000264119,0
ENSG00000264120,0
ENSG00000264124,0
ENSG00000264125,1
ENSG00000264127,0
ENSG00000264128,1
ENSG00000264130,0
ENSG00000264131,0
ENSG00000264133,0
ENSG00000264134,0
ENSG00000264135,0
ENSG00000264136,0
ENSG00000264137,0
ENSG00000264138,0
ENSG00000264139,0
ENSG00000264141,0
ENSG00000264142,0
ENSG00000264144,0
ENSG00000264145,0
ENSG00000264146,0
ENSG00000264147,0
ENSG00000264148,16
ENSG00000264149,0
ENSG00000264150,0
ENSG00000264151,0
ENSG00000264155,0
ENSG00000264157,1
ENSG00000264158,0
ENSG00000264160,0
ENSG00000264163,0
ENSG00000264164,0
ENSG00000264167,0
ENSG00000264168,1
ENSG00000264169,0
ENSG00000264171,0
ENSG00000264172,0
ENSG00000264173,0
ENSG00000264174,0
ENSG00000264175,24
ENSG00000264176,19
ENSG00000264177,13
ENSG00000264178,0
ENSG00000264179,1
ENSG00000264181,0
ENSG00000264182,0
ENSG00000264183,0
ENSG00000264184,0
ENSG00000264186,0
ENSG00000264187,12
ENSG00000264188,1
ENSG00000264189,0
ENSG00000264190,2
ENSG00000264192,0
ENSG00000264193,0
ENSG00000264196,0
ENSG00000264200,0
ENSG00000264201,4
ENSG00000264203,1
ENSG00000264204,174
ENSG00000264206,0
ENSG00000264207,0
ENSG00000264208,0
ENSG00000264209,0
ENSG00000264210,0
ENSG00000264211,0
ENSG00000264212,0
ENSG00000264215,0
ENSG00000264216,0
ENSG00000264217,3
ENSG00000264219,21
ENSG00000264222,2
ENSG00000264224,1
ENSG00000264226,1
ENSG00000264229,9
ENSG00000264230,235
ENSG00000264232,0
ENSG00000264233,0
ENSG00000264235,59
ENSG00000264236,0
ENSG00000264238,0
ENSG00000264239,0
ENSG00000264240,0
ENSG00000264241,1
ENSG00000264242,0
ENSG00000264243,3
ENSG00000264245,0
ENSG00000264246,0
ENSG00000264247,936
ENSG00000264248,0
ENSG00000264249,0
ENSG00000264250,2
ENSG00000264251,2
ENSG00000264254,0
ENSG00000264256,2
ENSG00000264257,0
ENSG00000264260,0
ENSG00000264261,0
ENSG00000264262,0
ENSG00000264263,1
ENSG00000264265,0
ENSG00000264266,0
ENSG00000264267,0
ENSG00000264268,0
ENSG00000264269,6
ENSG00000264270,2
ENSG00000264271,0
ENSG00000264272,0
ENSG00000264273,2
ENSG00000264274,0
ENSG00000264275,0
ENSG00000264277,0
ENSG00000264278,168
ENSG00000264279,7
ENSG00000264281,87
ENSG00000264283,0
ENSG00000264284,0
ENSG00000264286,1
ENSG00000264288,0
ENSG00000264289,0
ENSG00000264290,22
ENSG00000264292,0
ENSG00000264293,0
ENSG00000264294,0
ENSG00000264295,0
ENSG00000264296,3
ENSG00000264297,0
ENSG00000264298,0
ENSG00000264299,0
ENSG00000264300,0
ENSG00000264301,0
ENSG00000264302,0
ENSG00000264303,0
ENSG00000264304,12
ENSG00000264306,0
ENSG00000264308,0
ENSG00000264309,0
ENSG00000264311,0
ENSG00000264313,1
ENSG00000264314,0
ENSG00000264315,3
ENSG00000264316,0
ENSG00000264317,0
ENSG00000264319,0
ENSG00000264321,0
ENSG00000264322,1
ENSG00000264323,0
ENSG00000264324,18
ENSG00000264326,0
ENSG00000264327,0
ENSG00000264329,0
ENSG00000264330,0
ENSG00000264332,0
ENSG00000264333,0
ENSG00000264334,0
ENSG00000264336,0
ENSG00000264338,0
ENSG00000264339,0
ENSG00000264340,0
ENSG00000264341,0
ENSG00000264342,0
ENSG00000264343,18
ENSG00000264344,0
ENSG00000264345,5
ENSG00000264346,0
ENSG00000264349,5
ENSG00000264350,103
ENSG00000264352,0
ENSG00000264354,1
ENSG00000264357,2
ENSG00000264358,0
ENSG00000264359,0
ENSG00000264362,0
ENSG00000264364,6974
ENSG00000264365,2
ENSG00000264370,1
ENSG00000264371,0
ENSG00000264372,0
ENSG00000264373,4
ENSG00000264374,1
ENSG00000264377,1
ENSG00000264378,0
ENSG00000264379,0
ENSG00000264380,1
ENSG00000264382,0
ENSG00000264383,0
ENSG00000264384,13
ENSG00000264386,1
ENSG00000264387,0
ENSG00000264388,0
ENSG00000264390,0
ENSG00000264391,0
ENSG00000264392,0
ENSG00000264395,0
ENSG00000264397,0
ENSG00000264399,1
ENSG00000264400,1
ENSG00000264402,0
ENSG00000264404,1
ENSG00000264405,0
ENSG00000264406,0
ENSG00000264408,0
ENSG00000264410,0
ENSG00000264419,0
ENSG00000264420,0
ENSG00000264421,0
ENSG00000264422,0
ENSG00000264423,0
ENSG00000264424,25
ENSG00000264425,19
ENSG00000264426,0
ENSG00000264429,0
ENSG00000264431,0
ENSG00000264434,0
ENSG00000264435,0
ENSG00000264437,0
ENSG00000264438,0
ENSG00000264439,0
ENSG00000264441,3
ENSG00000264443,0
ENSG00000264444,0
ENSG00000264445,0
ENSG00000264446,0
ENSG00000264448,5
ENSG00000264449,1
ENSG00000264451,2
ENSG00000264452,0
ENSG00000264453,4
ENSG00000264455,0
ENSG00000264456,79
ENSG00000264458,0
ENSG00000264462,0
ENSG00000264463,0
ENSG00000264464,0
ENSG00000264465,0
ENSG00000264468,1
ENSG00000264470,0
ENSG00000264471,0
ENSG00000264472,0
ENSG00000264474,0
ENSG00000264475,0
ENSG00000264477,0
ENSG00000264478,0
ENSG00000264479,0
ENSG00000264480,1
ENSG00000264482,0
ENSG00000264483,0
ENSG00000264484,0
ENSG00000264486,0
ENSG00000264488,0
ENSG00000264489,0
ENSG00000264490,0
ENSG00000264491,17
ENSG00000264493,1
ENSG00000264494,0
ENSG00000264496,0
ENSG00000264497,0
ENSG00000264500,0
ENSG00000264501,0
ENSG00000264502,0
ENSG00000264503,0
ENSG00000264505,0
ENSG00000264510,0
ENSG00000264511,0
ENSG00000264512,0
ENSG00000264513,5
ENSG00000264514,0
ENSG00000264515,1
ENSG00000264517,0
ENSG00000264518,0
ENSG00000264519,0
ENSG00000264520,14
ENSG00000264522,5944
ENSG00000264525,0
ENSG00000264526,0
ENSG00000264527,0
ENSG00000264529,1
ENSG00000264530,1
ENSG00000264534,0
ENSG00000264535,3
ENSG00000264536,0
ENSG00000264538,975
ENSG00000264539,2
ENSG00000264540,2
ENSG00000264542,0
ENSG00000264543,0
ENSG00000264544,0
ENSG00000264545,0
ENSG00000264546,1
ENSG00000264548,77
ENSG00000264549,0
ENSG00000264551,0
ENSG00000264552,0
ENSG00000264553,8
ENSG00000264554,0
ENSG00000264558,0
ENSG00000264559,0
ENSG00000264560,0
ENSG00000264562,0
ENSG00000264563,0
ENSG00000264564,0
ENSG00000264566,0
ENSG00000264569,17
ENSG00000264570,1
ENSG00000264571,0
ENSG00000264572,2
ENSG00000264573,1
ENSG00000264574,0
ENSG00000264575,129
ENSG00000264576,0
ENSG00000264577,125
ENSG00000264578,0
ENSG00000264580,0
ENSG00000264582,0
ENSG00000264583,0
ENSG00000264585,0
ENSG00000264587,0
ENSG00000264589,167
ENSG00000264592,0
ENSG00000264594,0
ENSG00000264595,0
ENSG00000264596,1
ENSG00000264598,0
ENSG00000264599,0
ENSG00000264603,0
ENSG00000264604,0
ENSG00000264607,0
ENSG00000264608,78
ENSG00000264609,0
ENSG00000264610,0
ENSG00000264613,0
ENSG00000264614,1
ENSG00000264615,0
ENSG00000264616,0
ENSG00000264617,0
ENSG00000264618,0
ENSG00000264620,0
ENSG00000264621,0
ENSG00000264622,0
ENSG00000264623,0
ENSG00000264624,0
ENSG00000264629,7
ENSG00000264630,2
ENSG00000264633,0
ENSG00000264634,0
ENSG00000264635,11
ENSG00000264637,0
